Local,Nombre,Precio,Cantidad
Metro,Leche UHT Light Cuisine & Co Caja ,4.75,1 lt
Metro,Mezcla Láctea Ideal Amanecer 8un ,20.90,395g
Metro,Yogurt Griego Vakimu Original ,15.60,1 Kg
Metro,Yogurt Griego Vakimu Frutos del Bosque ,15.60,1 Kg
Metro,Queso Edam en Tajadas Braedt ,11.50,180g
Metro,Mezcla Láctea Bonlé 0 Lact Tetrapack Sixpack 500g c/u Gloria,22.99,Pack
Metro,Leche UHT Entera Monteagle Caja ,3.90,1 Litro
Metro,Mezcla Láctea Familiar Bonlé TetraPack Sixpack 500g c/u,21.20,Pack
Metro,Yogurt Frutado Danlac Fresa Botella ,10.90,900 g
Metro,Leche Entera UHT Gloria Tripack 900 ml c/u,12.60,Pack
Metro,Leche UHT Gloria Light Tripack 1 Litro c/u,15.70,Pack
Metro,Leche Semidescremada UHT Laive Light ,3.99,900ml
Metro,Leche Entera UHT Laive ,3.99,900ml
Metro,Pack x6 Mezcla Láctea Laive Light 480g,21.90,Pack
Metro,Pack x6 Mezcla Láctea Laive Cremosa 480g,20.50,Pack
Metro,Mezcla Láctea Ideal Amanecer Lata 395 g Pack 6 unid,18.19,Pack
Metro,Leche Concentrada Laive Bolsitarro ,2.90,400g
Metro,Bebida de Soya Evaporada Soy Vida Pack 6 de unid Lata 400 gr,18.80,Pack
Metro,Yogurt Bebible Sabor Lúcuma Laive ,9.99,1.8kg
Metro,Yogurt Bebible Sabor Durazno Laive ,9.99,1.8kg
Metro,Yogurt Bebible Sabor Vainilla Francesa Laive ,9.99,1.8kg
Metro,Yogurt Parcialmente Descremado Gloria Durazno Galonera ,8.50,1.7kg
Metro,Yogurt Bebible Sabor Fresa Laive Sbelt ,12.90,1.8kg
Metro,Mantequilla con Sal Laive ,11.60,180g
Metro,Mantequilla con Sal Gloria ,5.49,90g
Metro,Margarina Manty Clásica ,4.99,300g
Metro,Margarina Sello de Oro Barra ,4.20,200 g
Metro,Queso Fundido Sabor Cheddar Bonlé En Tajadas ,6.99,136g
Metro,Queso Philadelphia Kraft Original Caja ,9.90,180 g
Metro,Queso Preparado Cheddar Laive ,11.40,12 tajadas
Metro,Mantequilla con Sal Laive ,6.60,100g
Metro,Mantequilla Sin Sal Laive ,10.90,180g
Metro,Yogurt Batido Natural Laive Griego Botella ,9.40,800g
Metro,Margarina Clásica Dorina ,10.40,500g
Metro,Margarina Light Dorina ,6.29,250g
Metro,Queso Edam Laive ,6.30,90g
Metro,Yogurt Bebible Sabor Vainilla Botella ,10.79,1.9 Kg
Metro,Yogurt Bebible Sabor Fresa Botella ,10.79,1.9 Kg
Metro,Yogurt Griego Mango con Fresa Pote ,15.60,1 Kg
Metro,Leche Concentrada Sin Lactosa Laive Botella ,3.99,400 g
Metro,Leche UHT sin Lactosa Gloria Botella ,5.00,946 ml
Metro,Queso Fresco Laive Sbelt Laive,35.90, x kg
Metro,Queso Edam Gloria Paquete ,11.50,185 gr
Metro,Leche Evaporada Semidescremada Light Gloria Pack de 6 unid Lata 170 gr,14.20,Pack
Metro,Bebida de Almendra Original Cuisine & Co Caja ,10.90,1 lt
Metro,Yogurt Estílo Islandes SKYR Plusa Natural Pote ,14.90,500 g
Metro,Queso Gouda en Tajadas Braedt ,11.30,180g
Metro,Queso Mozarella en Tajadas Braedt ,10.30,180g
Metro,Yogurt Batido Laive Griego Sabor Frutos Rojos ,9.40,800g
Metro,Queso Gouda Laive ,12.90,180g
Metro,Leche UHT Light Semidescremada Monteagle Caja ,3.90,1 Litro
Metro,Yogurt Parcialmente Descremado Gloria Lúcuma Galonera ,8.50,1.7kg
Metro,Yogurt Parcialmente Descremado Gloria Guanábana Galonera ,8.50,1.7kg
Metro,Queso Mozzarella Bonlé bola ,12.50,250 g
Metro,Pack x4 Leche Semidescremada UHT Laive Light 1L,19.90,Pack
Metro,Pack x4 Leche Entera UHT Laive 1L,19.90,Pack
Metro,Leche Chocolatada Gloria Caja ,6.00,1 L
Metro,Leche UHT Gloria Light 1 % de grasa Bolsa ,4.50,900 ml
Metro,Leche Entera Pasteurizada Danlac Botella ,6.30,900 ml
Metro,Leche Evaporada Entera Gloria Lata ,3.95,400 gr
Metro,Leche Evaporada Entera Gloria Pack de 6 unid Lata 170 gr,12.99,Pack
Metro,Yogurt Bebible Sabor Guanábana Laive ,9.99,1.8kg
Metro,Yogurt Parcialmente Descremado Milkito Vainilla Galonera ,8.99,1.7kg
Metro,Yogurt Parcialmente Descremado Tuttifruti Gloria Botella ,6.80,1 kg
Metro,Yogurt Parcialmente Descremado Fresa Gloria Botella ,6.80,1 kg
Metro,Yogurt Parcialmente Descremado Sin Lactosa Fresa Gloria Botella ,7.90,1 kg
Metro,Yogurt Bebible Sabor Vainilla Francesa Laive Sbelt ,12.90,1.8kg
Metro,Yogurt Bebible Sabor Durazno Laive Sbelt ,12.90,1.8kg
Metro,Crema de Mantequilla Light Laive ,11.60,180g
Metro,Queso Fresco Gloria Molde ,33.90,400 g
Metro,Queso Fundido Bonlé En Tajadas ,6.99,136g
Metro,Queso Edam Laive ,13.80,180g
Metro,Queso Mozarella Laive Light ,13.49,250g
Metro,Queso Parmesano Rallado Laive ,4.99,35g
Metro,Queso Paria en Tajadas Gloria ,10.50,180g
Metro,Queso Edam La Matilde ,20.72,500 g
Metro,Queso Gouda Gloria Tajadas ,10.50,180 g
Metro,Queso Paria Cuisine & Co ,15.90,400g
Metro,Queso Mantecoso Cuisine & Co ,9.40,200g
Metro,Margarina Clásica Dorina ,21.19,1kg
Metro,Yogurt Griego Sin Azúcar Tigo Premium ,15.20,1kg
Metro,Leche Sabor Chocolate Laive ,5.60,1L
Metro,Queso Edam Laminado ,9.60,200 g
Metro,Pack x6 Leche Laive Light 400g,21.90,Pack
Metro,Yogurt Bebible Sabor Durazno Botella ,10.79,1.9 Kg
Metro,Leche Evaporada Entera Ideal Lata ,3.70,395 g
Metro,Yogurt Griego Tigo Frutos Rojos ,15.20,1 kg
Metro,Bebida Láctea Sabor Chocolate Bonlé Bolsa ,2.50,800 ml
Metro,Yogurt Griego Tigo Con Arándano y Chía Balde ,15.20,1 Kg
Metro,Pack x6 Leche Evaporada Entera Laive 400g,22.90,Pack
Metro,Queso Fresco Artesanal Laive,34.90, x kg
Metro,Leche UHT Entera Gloria Botella ,4.90,946 ml
Metro,Yogurt Battimix Gloria Vainilla C/Hojuelas Azucaradas Vaso ,3.40,125 g
Metro,Queso Edam Delice Laminado Paquete ,31.90,500 g
Metro,Queso Crema Natural Delice Caja ,9.60,190 g
Metro,Bebida de Soya Evaporada Soy Vida Lata ,3.30,400 gr
Metro,Bebida De Almendra Sin Gluten y Sin Azúcar Cuisine & Co Caja ,10.90,1 Litro
Metro,Yogurt Bebible Gloria Fresa Botella ,1.99,180 g
Metro,Yogurt Bebible Gloria Vainilla Botella ,1.99,180 g
Metro,Queso Edam Laive + Jamón Americano Suiza,13.90,Duo
Metro,Yogurt Griego Vakimu Arándano ,15.60,1 Kg
Metro,Shake Capuccino UHT Gloria Frasco ,3.90,330 ml
Metro,Yogurt Batido Laive Griego Sabor Mango Maracuyá ,9.40,800g
Metro,Queso Mozzarella en Tajadas Laive ,11.90,180g
Metro,Queso Andino Laive ,12.90,180g
Metro,Bebida de Coco Laive ,11.90,1L
Metro,Tabla Quesos Metro ,18.90,450g
Metro,Mezcla Lactea Light Bonlé TetraPack Sixpack 500 g c/u,21.99,Pack
Metro,Margarina Laive Swis ,9.70,450g
Metro,Queso Crema Delice Natural Pote ,20.90,455 g
Metro,Margarina Especial Sello De Oro Pote ,7.50,400 g
Metro,Queso Crema Laive pote ,10.50,150 g
Metro,Leche UHT Gloria Light Caja ,5.30,1 L
Metro,Pack x4 Leche Parcialmente Descremada Laive Niños 1L,21.50,Pack
Metro,Leche UHT Gloria Niños Tripack 1 Litro c/u,16.60,Pack
Metro,Leche UHT Descremada Slim 0% Grasas Tripack 1 Litro c/u,16.60,Pack
Metro,Pack x4 Leche Descremada UHT Laive Sbelt 1L,20.90,Pack
Metro,Leche Semidescremada UHT Gloria Sin Lactosa Caja ,5.60,1 L
Metro,Leche Semidescremada UHT Sin Lactosa Laive ,5.30,1L
Metro,Leche Entera UHT Gloria Caja ,5.20,1 L
Metro,Bebida Chocolatada La Preferida ,2.50,800ml
Metro,Leche Semidescremada UHT Gloria Sin Lactosa Bolsa ,4.89,900 ml
Metro,Leche Entera UHT Gloria Bolsa ,4.50,900 ml
Metro,Leche Pasteurizada Danlac Sabor Chocolate Botella ,8.50,900 ml
Metro,Leche Evaporada Semidescremada Light Gloria Lata ,4.30,400 gr
Metro,Leche Concentrada Sin Lactosa Gloria Lata ,4.50,400 gr
Metro,Mezcla Láctea Ideal Cremosita Lata ,3.60,395 g
Metro,Leche Evaporada Descremada Gloria Pack de 6 unid Lata 400 gr,26.50,Pack
Metro,Leche Evaporada Descremada Gloria Pack de 6 unid Lata 400 gr,26.50,Pack
Metro,Leche en Polvo Gloria Lata ,34.29,800 g
Metro,Pack x4 Bebida con Soya Laive 1L,24.99,Pack
Metro,Bebida de Soya UHT Soy Vida ,5.99,1 Lt
Metro,Yogurt Frutado Gloria Durazno Vaso ,1.70,120 g
Metro,Yogurt Frutado Gloria Fresa Vaso ,1.70,120 g
Metro,Yogurt Bebible Sabor Lúcuma Laive ,6.49,1kg
Metro,Yogurt Bebible Sabor Mora Laive ,6.49,1kg
Metro,Yogurt Bebible Sabor Vainilla Francesa Laive ,6.49,1kg
Metro,Yogurt Bebible Sabor Fresa Laive ,6.49,1kg
Metro,Yogurt Bebible Yo Most Fresa Pack 6 Unid x 180 ml,12.20,Pack
Metro,Yogurt Parcialmente Descremado Vainilla Gloria Botella ,6.80,1 kg
Metro,Yogurt Parcialmente Descremado Durazno Gloria Botella ,6.80,1 kg
Metro,Yogurt Cremoso Sabor Fresa Laive Pixar ,0.90,120g
Metro,Yogurt Cremoso Yoleitcito Durazno Vaso ,1.40,120 g
Metro,Yogurt Batishake Gloria Vainilla Vaso ,1.60,120 g
Metro,Yogurt Battishake Gloria Fresa Vaso ,1.60,120 g
Metro,Yopi Mix Chocobolitas Laive ,3.00,100g
Metro,Pack x4 Alimento Fermentado Tutti Frutti Laive Bio Defensa Niños 100ml,5.50,Pack
Metro,Pack x4 Alimento Fermentado Uva Mora Laive Bio Defensa Niños 100ml,5.50,Pack
Metro,Yogurt Descremado Edulcorado Fresa Slim Gloria Botella ,6.80,1 kg
Metro,Yogurt Descremado Edulcorado Gloria Slim Vainilla Galonera ,10.20,1.7kg
Metro,Yogurt Acti Bio Gloria Fresa Botella ,6.90,1 Kg
Metro,Yogurt Bebible Sabor Guanábana Laive Sbelt ,12.90,1.8kg
Metro,Yogurt Bebible Laive Sbelt ,6.99,1kg
Metro,Yogurt Bebible Sabor Ciruela Linaza Laive Sbelt ,6.99,1kg
Metro,Yogurt Bebible Sabor Mora Laive Sbelt ,6.99,1kg
Metro,Yogurt Batido Descremado Laive Griego ,8.70,500g
Metro,Yogurt Bebible Sabor Vainilla Francesa Laive Sin Lactosa ,7.39,1kg
Metro,Yogurt Bebible Sabor Fresa Laive Sin Lactosa ,7.39,1kg
Metro,Mantequilla Plusa Con Sal Barra ,14.90,200 g
Metro,Margarina Manty Plus Pote ,8.40,400 g
Metro,Margarina Dorina Barra ,2.60,90 g
Metro,Margarina Sello de Oro barra ,2.29,90 g
Metro,Queso Fresco Gloria deslactosado,35.90, x kg molde 400 g
Metro,Queso Edam Bonlé en tajadas paquete ,10.50,185 g
Metro,Queso Edam Cuisine & Co,43.00, x kg
Metro,Queso Duro Parmesano Rallado Crystal Farms Frasco ,28.90,226 gr
Metro,Pack x6 Mezcla Láctea Bonlé Punche 395g,15.20,Pack
Metro,Yogurt Griego Cuisine & Co Sabor Natural ,7.90,500g
Metro,Queso Preparado Cheddar Laive ,8.90,8 tajadas
Metro,Margarina Laive Swis ,4.69,200g
Metro,Margarina Laive Swis ,2.90,90g
Metro,Yogurt Griego Vakimu Piña ,9.80,500g
Metro,Yogurt Griego Vakimu Guanábana ,9.80,500g
Metro,Yogurt Bebible Tigo Sabor Arándano con Chía Botella ,9.50,800g
Metro,Queso Edam La Matilde ,9.19,200 g
Metro,Yogurt Griego Descremado Danlac con Arándano ,12.30,420 g
Metro,Crema con Queso y Aceituna Untadeli ,3.20,80g
Metro,Margarina Dorina Clásica ,6.29,250g
Metro,Yogurt Descremado Edulcorado Gloria Slim Durazno Galonera ,10.20,1.7kg
Metro,"Yogurt Griego con Arándano, Chía y Granola Tigo Premium ",5.90,175g
Metro,Yogurt Griego 0% Grasas Tigo Premium ,15.20,1kg
Metro,Pack x2 Bebida de Almendra Sabor Vainilla Laive 1L,19.50,Pack
Metro,Leche Light Botella ,3.99,400 g
Metro,Yogurt Bebible Sabor Fresa Botella ,6.40,950 g
Metro,Mezcla Láctea Cremosa Bonlé Lata 395 g Pack de 6 unid,19.80,Pack
Metro,Leche UHT Light Gloria Botella ,5.00,946 ml
Metro,Queso Parmesano Rallado Serenísima Bolsa ,4.99,40 g
Metro,Queso Edam Light Wong,43.00, x kg
Metro,Bebida de Almendra Vainilla Cuisine & Co Caja ,10.90,1 lt
Metro,Queso Maasdam Slices President ,10.20,150g
Metro,Yogurt Griego Danlac Natural Frasco ,12.30,420 g
Metro,Yogurt Griego Danlac Natural Frasco ,5.19,160 g
Metro,Bebida de Coco Original Sin Azúcar Añadida Vilay Caja ,11.90,1 Lt
Metro,Bebida de Almendra Sabor Vainilla Laive ,11.90,1L
Metro,Queso Fresco de Cabra Duman,70.90, x Kg
Metro,Queso Gouda Metro,47.20, x kg
Metro,Yogurt Frutado Danlac Aguaymanto Frasco ,5.20,160 g
Metro,Margarina Sello De Oro Pote ,4.40,200 g
Metro,Queso Mantecoso Chugur Molde ,17.50,300 g
Metro,Yogurt Frutado Danlac Frutos del Bosque Frasco ,5.20,160 g
Metro,Yogurt Frutado Danlac Frutos del Bosque Botella ,10.90,900 g
Metro,Yogurt Frutado Danlac Aguaymanto Botella ,10.90,900 g
Metro,Leche Fresca Piamonte Bolsa ,4.70,950 ml
Metro,Leche Saborizada Gloria Chocolate Pack 6 Unid x 180 ml,9.65,Pack
Metro,Leche Chocolatada Gloria Bolsa ,5.50,900 ml
Metro,Bebida de Almendras Sin Azúcar Nature's Heart Caja ,12.59,946 ml
Metro,Bebida de Almendras Nature's Heart Caja ,12.59,946 ml
Metro,Bebida con Soya Laive ,7.30,1L
Metro,Yogurt Bebible Sabor Guanábana Laive ,6.49,1kg
Metro,Yogurt Bebible Sabor Natural Laive ,6.49,1kg
Metro,Yogurt Parcialmente Descremado Guanábana Gloria Botella ,6.80,1 kg
Metro,Yogurt Parcialmente Descremado Lúcuma Gloria Botella ,6.80,1 kg
Metro,Yogurt Yopi Laive Fresa Vaso ,0.90,80 g
Metro,Yogurt Cremoso Laive Kids Vainilla Vaso ,1.80,120 g
Metro,Yogurt cremoso Yoleitcito Fresa Vaso ,1.40,120 g
Metro,Yogurt Batido Descremado con Trozos de Fresa Laive Griego Frutado ,2.69,120g
Metro,Yogurt Griego Tigo Natural con Fresas y Granola Vaso ,5.80,155 g
Metro,Yogurt Mix con Grageas de Chocolate Laive ,3.20,125g
Metro,Yogurt Mix con Hojuelas Laive ,3.20,125g
Metro,Yogurt Mix con Bolitas de Chocolate Laive ,3.20,125g
Metro,Pack x4 Alimento Fermentado Fresa Laive Bio Defensa Light 100ml,5.50,Pack
Metro,Pack x4 Alimento Fermentado Vainilla Laive Bio Defensa Light 100ml,5.50,Pack
Metro,Pack x4 Alimento Fermentado Vainilla Francesa Laive Bio Defensa 100ml,5.50,Pack
Metro,Yogurt Acti Bio Gloria Vainilla Botella ,6.90,1 L
Metro,Yogurt Bebible Sabor Lúcuma Laive Sbelt ,6.99,1kg
Metro,Yogurt Bebible Sabor Fresa Laive Sbelt ,6.99,1kg
Metro,Yogurt Bebible Sabor Granadilla Laive Sbelt ,6.99,1kg
Metro,Margarina La Danesa Barra ,2.20,90 g
Metro,Queso Crema Delice Natural light Pote ,13.20,227 g
Metro,Queso Fundido untable Bonlé jamón sachet ,3.00,80 g
Metro,Queso Danbo Laive ,13.90,180g
Metro,Queso Crema Delice Natural Pote ,7.50,125 g
Metro,Queso Crema Delice Natural Pote ,13.20,227 g
Metro,Queso Andino Arequipa,52.00, x kg
Metro,Queso Crema Sabor Natural Laive ,10.80,227g
Metro,Queso Paria Arequipa,43.50, x kg
Metro,Queso Mozzarella Laive ,13.49,250g
Metro,Queso Fresco Floralp Molde ,22.00,500 gr
Metro,Untable Dorina Sabor Mantequilla y Vegetal ,10.69,227g
Metro,Fórmula Infantil Similac 1,222.00, x 1.8K Abbot
Metro,Yogurt Griego Vakimu Mora ,9.80,500g
Metro,Queso Andino La Matilde ,9.19,200 g
Metro,Crema con Queso y Tocino Untadeli ,3.20,80g
Metro,Crema para Café a Base de Almendra Sabor Vainilla Sin Azúcar Nature's Heart Caja ,11.99,500 ml
Metro,Yogurt Bebible Sabor Vainilla Botella ,6.40,950 g
Metro,Yogurt Bebible Piamonte Algarrobina Botella ,7.90,946 ml
Metro,Bebida de Avena Natures Heart Caja ,12.59,946ml
Metro,Mezcla Láctea UHT Bonlé ,3.40,800ml
Metro,Mantequilla Con Sal Danlac Frasco ,15.50,180 g
Metro,Leche Evaporada Entera Gloria Lata ,2.40,170 gr
Metro,Yogurt Bebible Gloria Durazno Botella ,1.99,180 g
Metro,Yogurt Bebible Gloria Lúcuma Botella ,1.99,180 g
Metro,Yogurt Bebible Sabor Mango Laive ,6.49,1kg
Metro,Yogurt Frutado Danlac Fresa Frasco ,5.20,160 g
Metro,Queso Edam Bonlé tajadas paquete ,6.20,90 g
Metro,Leche Descremada UHT Laive Sbelt ,5.50,1L
Metro,Mezcla Láctea en Polvo Anchor Lata ,38.90,800 g
Metro,Alimento Lácteo Fermentado Sabor Fresa Laive ,1.90,180g
Metro,Yogurt Bebible Sabor Fresa Laive ,1.90,340g
Metro,Yogurt Bebible Piamonte Natural sin Azúcar Botella ,7.90,946 ml
Metro,Yogurt Parcialmente Descremado Natural Gloria Botella ,6.80,1 kg
Metro,Yogurt Batido con Trozos de Durazno Laive Griego Frutado ,2.69,120g
Metro,Yogurt Descremado Edulcorado Durazno Slim Gloria Botella ,6.80,1 kg
Metro,Yogurt Descremado Edulcorado Gloria Slim Fresa Galonera ,10.20,1.7kg
Metro,Yogurt Bebible Sabor Guanábana Laive Sbelt ,6.99,1kg
Metro,Yogurt Bebible Sabor Vainilla Francesa Laive Sbelt ,6.99,1kg
Metro,Yogurt Bebible Sabor Durazno Laive Sbelt ,6.99,1kg
Metro,Margarina Manty Plus Pote ,4.90,200 g
Metro,Queso Duro Parmesano Rallado Crystal Farms Frasco ,14.90,85 gr
Metro,Queso Parmesano Kraft Tarro ,30.00,227 g
Metro,Queso Parmesano Laive,110.00, x kg
Metro,Sixpack Alimento Lácteo Fermentado Gloria Yoguito Fresa 80g,4.99,Pack
Metro,Queso Tipo Edam Máxima en Tajadas ,19.50,450g
Metro,Queso Tipo Edam Máxima en Tajadas ,35.99,900g
Metro,Mezcla Láctea Bonle Punche ,3.10,395g
Metro,Leche de Formula Similac 3 Kid Abbott ,149.70,1.8 Kg
Metro,Yogurt Griego Cuisine & Co Sabor Fresa ,7.90,500g
Metro,Yogurt Griego Cuisine & Co Sabor Durazno ,7.90,500g
Metro,Enfagrow Premium Pro Vainilla ,121.20,1350g
Metro,Fórmula Infantil Similac 2,213.00, x 1.8 K Abbot
Metro,Yogurt Bebible Tigo Sabor Fresa Botella ,9.50,800g
Metro,Queso Parmesano Braedt,96.00, x kg
Metro,Bebida con Avena y Canela Laive Deli Avena ,3.10,250ml
Metro,Queso Andino La Matilde,52.00, x kg
Metro,Queso Paria La Matilde,49.00, x kg
Metro,Yogurt Griego Descremado Danlac con Mango ,12.30,420 g
Metro,Yogurt Descremado Vakimu Quark ,13.90,500g
Metro,Crema con Queso Untadeli ,3.20,80g
Metro,Queso Andino Cuisine & Co ,18.00,400g
Metro,Yogurt Tipo Griego Frutos Rojos Tigo Premium ,9.90,400g
Metro,Yogurt Tipo Griego Arándano y Chía Tigo ,9.90,400g
Metro,Queso Andino La Candelaria,64.90, x kg
Metro,Queso Vegano en Tajadas Tipo Cheddar Sheese ,26.50,200g
Metro,Queso Vegano en Tajadas Tipo Mozzarella Sheese ,26.50,200g
Metro,Queso Vegano Rallado Tipo Mozzarella Sheese ,29.70,200g
Metro,Queso Vegano en Tajadas Sabor Mozzarella Violife ,19.90,200g
Metro,Queso Vegano Sabor Mozzarella Violife ,19.90,200g
Metro,Yogurt con Hojuelas Azucaradas Cuisine & Co ,2.39,125g
Metro,Mantequilla Sin Sal Arias ,43.90,235g
Metro,Queso Andino Bellido,57.00, x kg
Metro,Yogurt Tipo Griego con Arándano & Chía Tigo ,4.99,160g
Metro,Yogurt Griego 0% Grasas Tigo Premium ,9.90,400g
Metro,Crema de Queso Sabor Finas Hierbas Laive ,3.20,80g
Metro,Queso Crema Sabor Pizza Laive ,3.20,80g
Metro,Margarina La Danesa ,11.20,500g
Metro,Crema para Café a Base de Almendra Sin Azúcar Nature's Heart Caja ,11.99,500 ml
Metro,Fórmula Lactea Confort Enfamil Premium Lata ,73.10,375 g
Metro,Bebida con Leche Descremada y Avena Caja ,12.90,1 Lt
Metro,Bebida con Leche Descremada y Avena Pote ,4.90,250 g
Metro,Leche Concentrada Laive Niños ,3.90,400g
Metro,Crema Untable Untadeli Sabor Pizza ,8.10,140g
Metro,Bebida en Base de Vegetales Sabor Original Not Milk Caja ,16.80,1 Litro
Metro,Mezcla Láctea La Preferida ,2.99,800ml
Metro,Bebida de Almendra Sabor Vainilla Laive ,4.20,250 ml
Metro,Bebida de Cashew Sin Azúcar Nature's Heart Caja ,12.59,946 ml
Metro,Yogurt Bebible Naranja Botella ,7.90,946 ml
Metro,Crema de Queso Camembert Spanish Cheese Pote ,21.90,125 g
Metro,Crema de Queso Emmental Spanish Cheese Pote ,21.00,125 g
Metro,Crema de Queso Azul Spanish Cheese Pote ,23.70,125 g
Metro,Yogurt Griego Descremado Danlac Natural Frasco ,12.30,420 g
Metro,Mezcla Láctea Cremosa Bonlé Lata ,3.60,395 g
Metro,Bebida Sabor Capuccino Laive Muuu Shake ,3.00,230ml
Metro,Bebida Sabor Chocolate Laive Muuu Shake ,3.00,230ml
Metro,Queso Delice Reggianito,105.00, x kg
Metro,Queso Edam Gloria Paquete ,6.70,90 gr
Metro,Cream Cheese Plusa Pote ,22.90,500 g
Metro,Queso Gouda De Origen Laminado Paquete ,26.00,300 g
Metro,Queso Gouda De Origen Laminado Paquete ,15.50,180 g
Metro,Queso Edam De Origen Laminado Paquete ,26.00,300 g
Metro,Queso Gruyere La Compania Delicatessen,53.90, x kg
Metro,Queso Dambo La Compania Delicatessen,49.90, x kg
Metro,Queso Paria La Candelaria,61.90, x kg
Metro,Queso Crema Gourmet Delice Italiano Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice Novandino con Sauco Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice con Pecanas Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice con Espinaca & Tocino Molde ,19.99,150 g
Metro,Queso Crema Novandino Delice con Aguaymanto Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice con Prosciutto & Poro Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice con Cabanossi & Chimichurri Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice Mediterráneo Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice De Los Andes Molde ,19.99,150 g
Metro,Queso Crema Gourmet Delice Hindú Cury Pecanas & Chutney Molde ,19.99,150 g
Metro,Cremoso Sabor Original Violife Bandeja ,20.50,200 gr
Metro,Lonjas Sabor Cheddar Violife Bolsa ,19.90,200 gr
Metro,Rallado Sabor Mozzarella Violife Bolsa ,25.90,200 gr
Metro,Leche Evaporada Semidescremada Light Gloria Lata ,2.60,170 gr
Metro,Yogurt Descremado Edulcorado Natural Slim Gloria Botella ,6.80,1 kg
Metro,Bebida de Almendra Chocolate Cuisine & Co Caja ,10.90,1 lt
Metro,Yogurt Frutado Danlac Line Fresa Botella ,11.45,900 g
Metro,Bebida de Almendras Original Sin Azúcar Añadida Vilay Caja ,11.90,1 Lt
Metro,Bebida de Almendras Sabor Chocolate Vilay Caja ,11.90,1 Lt
Metro,Bebida de Coco Sin Azúcar Nature's Heart Caja ,12.59,946 ml
Metro,Shake Mocaccino UHT Gloria Frasco ,3.90,330 ml
Metro,Shake Chocolate UHT Gloria Frasco ,4.05,330 ml
Metro,Alimento Lácteo Durazno Yofresh Botella ,2.75,330 gr
Metro,Alimento Lácteo Vainilla Yofresh Botella ,2.80,330 gr
Metro,Alimento Lácteo Fresa Yofresh Botella ,2.80,330 gr
Metro,Batido Con Proteínas Sin Lactosa UHT PRO Frasco ,4.70,330 ml
Metro,Queso Fresco De Vaca Light Duman,49.70, x kg
Metro,Bebida de Almendras Sabor Vainilla Vilay Caja ,11.90,1 Lt
Metro,Bebida de Almendras Original Vilay Caja ,11.90,1 Lt
Metro,Queso Fresco Mozzarella Duman Molde ,17.50,240 gr
Metro,Bebida de Almendras Original Silk Caja ,18.90,946 ml
Metro,Queso Duro Pecorino Romano Zanetti Cuña ,38.19,200 gr
Metro,Dip Marino Delice Salmón y Alcaparras Pote ,13.90,140 g
Metro,Dip Parrillero Delice Cabanozzi y Chimichurri Pote ,13.90,140 g
Metro,"Dip Vegetariano Delice Champiñones, berenjena y tomate seco Pote ",13.90,140 g
Metro,Queso Blando Camembert Prestige Caja ,20.50,125 gr
Metro,Yogurt Bebible Sabor Durazno Laive ,2.90,340g
Metro,Margarina Original Blue Bonnet Pote ,16.90,425 g
Metro,Yogurt Bebible Yoleit Lúcuma Botella ,6.80,1 Kg
Metro,Yogurt Bebible Yoleit Vainilla Francesa Botella ,6.80,1 Kg
Metro,Yogurt Bebible Yoleit Natural Botella ,6.80,1 Kg
Metro,Mezcla Láctea Ideal Light Lata ,3.60,395 g
Metro,Yogurt Mix Tigo Vainilla con Grageas de chocolate confitado Vaso ,3.90,125 g
Metro,Mantequilla de Maní Peter Pan Creamy Frasco ,29.50,16.3 Onzas
Metro,Leche Pasteurizada Danlac Sabor Chocolate Botella ,4.75,250 ml
Metro,Queso Blando Camembert Floralp Molde ,32.50,250 gr
Metro,Yogurt Natural de Fresa 0% Grasa Piamonte Botella ,7.90,950 ml
Metro,Yogurt Bebible Piamonte Lúcuma Botella ,7.90,946 ml
Metro,Avena Alpina Deslactosada Vaso ,3.50,250 g
Metro,Avena Alpina Canela Vaso ,3.50,250 g
Metro,Avena Alpina Original Vaso ,3.50,250 g
Metro,Queso Crema de Camembert Président Pote ,19.49,125 gr
Metro,Queso Crema de Cheddar Président Pote ,19.49,125 gr
Metro,Leche Parcialmente Descremada Laive Niños ,5.80,1L
Metro,Leche UHT Gloria Niños Caja ,6.05,1 L
Metro,Leche Semidescremada UHT Laive Light ,5.19,1L
Metro,Leche Entera UHT Laive ,5.19,1L
Metro,Bebida Sabor Chocolate Laive ,4.90,900ml
Metro,Mezcla Láctea Pura Vida Lata ,3.40,395 gr
Metro,Mezcla Láctea Ideal Amanecer Lata ,3.30,395 g
Metro,Leche Evaporada Niños Gloria Pack de 6 unid Lata 170 gr,15.70,Pack
Metro,Leche Evaporada Niños Gloria Lata ,4.20,400 gr
Metro,Bebida de Coco Original Nature's Heart Caja ,12.59,946 ml
Metro,Bebida de Almendras Sabor Vainilla Sin Azúcar Nature's Heart Caja ,12.59,946 ml
Metro,Yogurt Premium Tigo Light Fresa Vaso ,4.99,160 g
Metro,Yogurt Premium Tigo Light Natural Vaso ,4.99,160 g
